pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         4300057 function calls (4170202 primitive calls) in 6.013 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 poolmanager.py:122(PoolManager)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 url.py:18(Url)
        4    0.000    0.000    0.000    0.000 mode_keys.py:60(is_eval)
        6    0.000    0.000    0.000    0.000 mode_keys.py:64(is_train)
        1    0.000    0.000    0.000    0.000 connectionpool.py:736(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 callbacks.py:1142(EarlyStopping)
        1    0.000    0.000    0.000    0.000 export_output.py:102(ClassificationOutput)
        1    0.000    0.000    0.000    0.000 policy.py:25(Policy)
        1    0.000    0.000    0.000    0.000 learning_rate_schedule.py:750(LinearCosineDecay)
        1    0.000    0.000    0.000    0.000 base_layer.py:2298(AddMetric)
        2    0.000    0.000    0.000    0.000 base_layer.py:2349(default)
        1    0.000    0.000    0.000    0.000 init_ops_v2.py:92(Zeros)
        1    0.000    0.000    0.000    0.000 init_ops_v2.py:306(TruncatedNormal)
       12    0.000    0.000    0.000    0.000 selections.py:239(mshape)
        1    0.000    0.000    0.000    0.000 selections.py:233(SimpleSelection)
        3    0.000    0.000    0.000    0.000 conv_utils.py:28(convert_data_format)
        1    0.000    0.000    0.000    0.000 base.py:92(CommonStateObject)
        2    0.000    0.000    0.000    0.000 files.py:140(make_fcpl)
        1    0.000    0.000    0.000    0.000 group.py:592(SoftLink)
        1    0.000    0.000    0.000    0.000 selections.py:120(Selection)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        2    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:727(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        3    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1087(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {method 'pack' of 'Struct' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 ElementTree.py:495(QName)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1249(XMLPullParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1361(TreeBuilder)
        1    0.000    0.000    0.000    0.000 sprite.py:532(Group)
        1    0.000    0.000    0.000    0.000 sprite.py:587(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:949(LayeredDirty)
        1    0.000    0.000    0.000    0.000 __init__.py:152(WorkerQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:210(FuncResult)
        1    0.000    0.000    0.000    0.000 ElementTree.py:105(ParseError)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.base.get_sdl_version}
        1    0.000    0.000    0.000    0.000 __init__.py:83(MissingModule)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 Gtk.py:408(UIManager)
        1    0.000    0.000    0.000    0.000 Gtk.py:470(Builder)
        1    0.000    0.000    0.000    0.000 Gtk.py:1170(TreeModelRowIter)
        1    0.000    0.000    0.000    0.000 Gtk.py:1404(TreeSelection)
        1    0.000    0.000    0.000    0.000 Gtk.py:1546(Paned)
        1    0.000    0.000    0.000    0.000 Gtk.py:1567(IconSet)
        1    0.000    0.000    0.000    0.000 Gtk.py:1595(TreeModelFilter)
        1    0.000    0.000    0.000    0.000 _gtktemplate.py:123(Child)
        1    0.000    0.000    0.000    0.000 Gtk.py:125(_FreezeNotifyManager)
        1    0.000    0.000    0.000    0.000 Pango.py:29(FontDescription)
        1    0.000    0.000    0.000    0.000 Gio.py:39(Application)
        1    0.000    0.000    0.000    0.000 Gio.py:78(DBusAnnotationInfo)
        1    0.000    0.000    0.000    0.000 Gio.py:86(DBusArgInfo)
        1    0.000    0.000    0.000    0.000 Gio.py:110(DBusInterfaceInfo)
        1    0.000    0.000    0.000    0.000 Gio.py:118(DBusNodeInfo)
        1    0.000    0.000    0.000    0.000 Gio.py:126(ActionMap)
        1    0.000    0.000    0.000    0.000 Gio.py:204(FileEnumerator)
        1    0.000    0.000    0.000    0.000 Gio.py:224(MenuItem)
        1    0.000    0.000    0.000    0.000 Gio.py:306(_DBusProxyMethodCall)
        1    0.000    0.000    0.000    0.000 Gio.py:426(ListModel)
        1    0.000    0.000    0.000    0.000 Gio.py:488(ListStore)
        1    0.000    0.000    0.000    0.000 GdkPixbuf.py:31(Pixbuf)
        1    0.000    0.000    0.000    0.000 Gdk.py:167(Window)
        1    0.000    0.000    0.000    0.000 Gdk.py:312(DragContext)
        1    0.000    0.000    0.000    0.000 GObject.py:392(_HandlerBlockManager)
        1    0.000    0.000    0.000    0.000 GObject.py:485(_FreezeNotifyManager)
        1    0.000    0.000    0.000    0.000 GObject.py:649(Binding)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:23(OverridesProxyModule)
        1    0.000    0.000    0.000    0.000 __init__.py:44(_DeprecatedAttribute)
        2    0.000    0.000    0.000    0.000 __init__.py:174(wrapper)
        1    0.000    0.000    0.000    0.000 GLib.py:486(MainLoop)
        1    0.000    0.000    0.000    0.000 GLib.py:504(MainContext)
        1    0.000    0.000    0.000    0.000 GLib.py:776(PollFD)
        1    0.000    0.000    0.000    0.000 _option.py:143(OptionGroup)
        1    0.000    0.000    0.000    0.000 _option.py:240(OptionParser)
        1    0.000    0.000    0.000    0.000 {method 'get_size' of 'gi.UnionInfo' objects}
        4    0.000    0.000    0.000    0.000 {method 'get_tag_as_string' of 'gi.TypeInfo' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:68(_DummyStaticModule)
        1    0.000    0.000    0.000    0.000 importer.py:108(__init__)
        1    0.000    0.000    0.000    0.000 importer.py:104(DynamicImporter)
        1    0.000    0.000    0.000    0.000 module.py:106(IntrospectionModule)
        1    0.000    0.000    0.000    0.000 types.py:52(MetaClassHelper)
        1    0.000    0.000    0.000    0.000 types.py:255(__doc__)
        1    0.000    0.000    0.000    0.000 docstring.py:37(set_doc_string_generator)
        1    0.000    0.000    0.000    0.000 _propertyhelper.py:140(__metaclass__)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:418(FigureCanvasCairo)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:508(_BackendCairo)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:57(TimerGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:775(StatusbarGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:819(ConfigureSubplotsGTK3)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:869(HelpGTK3)
        1    0.000    0.000    0.000    0.000 backend_managers.py:11(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_gtk3agg.py:16(_renderer_init)
        1    0.000    0.000    0.000    0.000 backend_gtk3agg.py:89(_BackendGTK3Cairo)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:54(ArrayWrapper)
        1    0.000    0.000    0.000    0.000 geo.py:235(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:263(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:314(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:336(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:363(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:437(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:477(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 polar.py:17(PolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:111(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 polar.py:209(ThetaLocator)
        1    0.000    0.000    0.000    0.000 polar.py:349(ThetaAxis)
        1    0.000    0.000    0.000    0.000 polar.py:394(RadialLocator)
        1    0.000    0.000    0.000    0.000 polar.py:499(RadialTick)
        1    0.000    0.000    0.000    0.000 polar.py:654(RadialAxis)
        1    0.000    0.000    0.000    0.000 polar.py:708(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 h5py_warnings.py:24(H5pyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 generic_utils.py:40(CustomObjectScope)
        1    0.000    0.000    0.000    0.000 reduction.py:207(_C)
        1    0.000    0.000    0.000    0.000 pool.py:53(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:59(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:76(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 pool.py:629(ApplyResult)
        1    0.000    0.000    0.000    0.000 pool.py:779(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 util.py:345(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:310(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:580(_StreamProxy)
        1    0.000    0.000    0.000    0.000 data_utils.py:699(OrderedEnqueuer)
        1    0.000    0.000    0.000    0.000 data_utils.py:831(GeneratorEnqueuer)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 context.py:228(__init__)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        5    0.000    0.000    0.000    0.000 process.py:180(name)
        1    0.000    0.000    0.000    0.000 process.py:325(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:339(_MainProcess)
        1    0.000    0.000    0.000    0.000 backend_config.py:32(epsilon)
        3    0.000    0.000    0.000    0.000 backend_config.py:60(floatx)
        1    0.000    0.000    0.000    0.000 backend_config.py:77(set_floatx)
        1    0.000    0.000    0.000    0.000 image_ops_impl.py:1003(ResizeMethodV1)
        1    0.000    0.000    0.000    0.000 image_ops_impl.py:1011(ResizeMethod)
        1    0.000    0.000    0.000    0.000 monitored_session.py:650(WorkerSessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1356(_HookedSession)
        1    0.000    0.000    0.000    0.000 json_format.py:87(Error)
        1    0.000    0.000    0.000    0.000 json_format.py:95(ParseError)
        2    0.000    0.000    0.000    0.000 backend.py:993(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend.py:3109(GraphExecutionFunction)
        1    0.000    0.000    0.000    0.000 backend.py:3307(EagerExecutionFunction)
        1    0.000    0.000    0.000    0.000 distribute_coordinator.py:40(_TaskType)
        4    0.000    0.000    0.000    0.000 activations.py:271(linear)
        2    0.000    0.000    0.000    0.000 backend.py:134(backend)
        1    0.000    0.000    0.000    0.000 pfor.py:791(RegisterPFor)
        1    0.000    0.000    0.000    0.000 pfor.py:819(RegisterPForWithArgs)
        2    0.000    0.000    0.000    0.000 dynamic_padding_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 jit.py:32(_XlaScope)
        1    0.000    0.000    0.000    0.000 xla.py:539(_CapturedObject)
        1    0.000    0.000    0.000    0.000 tpu_function.py:25(TpuContext)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:123(TPUStrategy)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:689(_TPUReplicaContext)
        1    0.000    0.000    0.000    0.000 input_lib.py:337(DistributedDataset)
        1    0.000    0.000    0.000    0.000 input_lib.py:474(DistributedDatasetV1)
        1    0.000    0.000    0.000    0.000 distribute.py:68(_RebatchDataset)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:147(_ReincarnatedPerDeviceGenerator)
        1    0.000    0.000    0.000    0.000 coordinator.py:411(LooperThread)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:232(_OneDeviceReplicaContext)
        1    0.000    0.000    0.000    0.000 parameter_server_strategy.py:49(ParameterServerStrategy)
        1    0.000    0.000    0.000    0.000 parameter_server_strategy.py:106(ParameterServerStrategyV1)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:444(MirroredStrategyV1)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:830(_MirroredReplicaThread)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:937(MirroredReplicaContext)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:67(UpdateContext)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:178(_CurrentDistributionContext)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:347(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1706(strategy)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1783(_DefaultDistributionStrategy)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:1879(_num_replicas_in_sync)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:51(_InReplicaThreadMode)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:65(_DefaultReplicaThreadMode)
        1    0.000    0.000    0.000    0.000 numpy_dataset.py:93(SingleDevice)
        1    0.000    0.000    0.000    0.000 loss_reduction.py:21(ReductionV2)
        1    0.000    0.000    0.000    0.000 values.py:447(PerReplica)
        1    0.000    0.000    0.000    0.000 values.py:479(Mirrored)
        1    0.000    0.000    0.000    0.000 values.py:767(_MirroredSaveable)
        1    0.000    0.000    0.000    0.000 values.py:1349(_SyncOnReadSaveable)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:365(ReductionToOneDevice)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:467(_ConcatAndSplitPacker)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:571(_AggregateSmallTensorPacker)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:766(NcclAllReduce)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:787(HierarchicalCopyAllReduce)
        1    0.000    0.000    0.000    0.000 cross_device_ops.py:809(MultiWorkerAllReduce)
        1    0.000    0.000    0.000    0.000 client.py:1445(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1482(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1487(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 request.py:899(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1194(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1224(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1342(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1366(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1442(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1499(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1557(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:2361(ftpwrapper)
        1    0.000    0.000    0.000    0.000 slurm_cluster_resolver.py:31(SlurmClusterResolver)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 optimizer.py:105(_RefVariableProcessor)
        1    0.000    0.000    0.000    0.000 optimizer.py:135(_DenseReadResourceVariableProcessor)
        1    0.000    0.000    0.000    0.000 optimizer.py:179(_TensorProcessor)
        1    0.000    0.000    0.000    0.000 util.py:67(_ObjectGraphProtoPrettyPrinter)
        1    0.000    0.000    0.000    0.000 util.py:262(_NameBasedRestoreCoordinator)
        1    0.000    0.000    0.000    0.000 util.py:951(_SessionWithFeedDictAdditions)
        1    0.000    0.000    0.000    0.000 util.py:968(TrackableSaver)
        1    0.000    0.000    0.000    0.000 nn_ops.py:142(_NonAtrousConvolution)
        6    0.000    0.000    0.000    0.000 nn_ops.py:531(<genexpr>)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:147(InitializableLookupTableBase)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:240(StaticHashTable)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:315(StaticHashTableV1)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:324(HashTable)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:331(TableInitializerBase)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:370(KeyValueTensorInitializer)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:446(TextFileInitializer)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:628(TextFileStringTableInitializer)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:679(TextFileIdTableInitializer)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:1160(StaticVocabularyTableV1)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:1754(_Saveable)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:2046(_Saveable)
        1    0.000    0.000    0.000    0.000 wrap_function.py:40(VariableHolder)
        1    0.000    0.000    0.000    0.000 wrap_function.py:196(WrappedFunction)
        1    0.000    0.000    0.000    0.000 wrap_function.py:354(WrappedGraph)
        1    0.000    0.000    0.000    0.000 critical_section_ops.py:45(_ExecutionSignature)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:844(PriorityQueue)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:916(Barrier)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1240(ConditionalAccumulator)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1701(StagingArea)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:2312(RecordInput)
        1    0.000    0.000    0.000    0.000 directives.py:81(DirectivesTransformer)
        1    0.000    0.000    0.000    0.000 lists.py:47(ListTransformer)
        1    0.000    0.000    0.000    0.000 logical_expressions.py:61(LogicalExpressionTransformer)
        1    0.000    0.000    0.000    0.000 side_effect_guards.py:62(SideEffectGuardTransformer)
        1    0.000    0.000    0.000    0.000 slices.py:28(SliceTransformer)
        1    0.000    0.000    0.000    0.000 naming.py:32(Namer)
        1    0.000    0.000    0.000    0.000 unsupported_features_checker.py:24(UnsupportedFeaturesChecker)
        1    0.000    0.000    0.000    0.000 errors.py:117(ErrorMetadataBase)
        1    0.000    0.000    0.000    0.000 liveness.py:40(Analyzer)
        1    0.000    0.000    0.000    0.000 liveness.py:87(WholeTreeAnalyzer)
        1    0.000    0.000    0.000    0.000 reaching_definitions.py:41(Definition)
        1    0.000    0.000    0.000    0.000 reaching_definitions.py:58(_NodeState)
        1    0.000    0.000    0.000    0.000 reaching_definitions.py:111(Analyzer)
        1    0.000    0.000    0.000    0.000 api.py:52(AutoGraphError)
        1    0.000    0.000    0.000    0.000 conversion.py:95(_ConversionCache)
        1    0.000    0.000    0.000    0.000 arg_defaults.py:62(ArgDefaultsTransformer)
        1    0.000    0.000    0.000    0.000 break_statements.py:37(BreakTransformer)
        1    0.000    0.000    0.000    0.000 call_trees.py:42(CallTreeTransformer)
        1    0.000    0.000    0.000    0.000 conditional_expressions.py:25(ConditionalExpressionTransformer)
        1    0.000    0.000    0.000    0.000 origin_info.py:63(OriginInfo)
        1    0.000    0.000    0.000    0.000 origin_info.py:158(_Function)
        1    0.000    0.000    0.000    0.000 origin_info.py:164(OriginResolver)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:27(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 qual_names.py:40(StringLiteral)
        1    0.000    0.000    0.000    0.000 qual_names.py:50(NumberLiteral)
        1    0.000    0.000    0.000    0.000 qual_names.py:210(QnResolver)
        1    0.000    0.000    0.000    0.000 templates.py:108(ReplaceTransformer)
        1    0.000    0.000    0.000    0.000 code_gen.py:69(precedence_setter)
        1    0.000    0.000    0.000    0.000 node_util.py:129(ExplicitNodeVisitor)
        1    0.000    0.000    0.000    0.000 file_util.py:93(__init__)
        1    0.000    0.000    0.000    0.000 origin_info.py:47(Location)
        2    0.000    0.000    0.000    0.000 astn.py:7(Translator)
        1    0.000    0.000    0.000    0.000 ast_util.py:30(CleanCopier)
        1    0.000    0.000    0.000    0.000 ast_util.py:125(PatternMatcher)
        1    0.000    0.000    0.000    0.000 ast_util.py:323(LambdaDefinitionMatcher)
        1    0.000    0.000    0.000    0.000 cfg.py:44(Node)
        1    0.000    0.000    0.000    0.000 cfg.py:82(Graph)
        1    0.000    0.000    0.000    0.000 unique.py:51(_UniqueDataset)
        1    0.000    0.000    0.000    0.000 slices.py:34(GetItemOpts)
        1    0.000    0.000    0.000    0.000 converter.py:230(EntityContext)
        1    0.000    0.000    0.000    0.000 converter.py:322(AnnotatedDef)
        1    0.000    0.000    0.000    0.000 gast.py:10(TypeIgnore)
        1    0.000    0.000    0.000    0.000 optimization.py:181(_ChooseFastestBranchDataset)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:30(_ParseExampleDataset)
        1    0.000    0.000    0.000    0.000 prefetching_ops.py:85(_CopyToDeviceDataset)
        1    0.000    0.000    0.000    0.000 readers.py:554(CsvDatasetV2)
        1    0.000    0.000    0.000    0.000 shuffle_ops.py:30(_ShuffleAndRepeatDataset)
        1    0.000    0.000    0.000    0.000 stats_ops.py:100(_StatsDataset)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 session_run_hook.py:97(SessionRunHook)
        1    0.000    0.000    0.000    0.000 session_run_hook.py:189(SessionRunArgs)
        1    0.000    0.000    0.000    0.000 writer.py:282(FileWriter)
        1    0.000    0.000    0.000    0.000 event_file_writer_v2.py:29(EventFileWriterV2)
        1    0.000    0.000    0.000    0.000 readers.py:89(_TextLineDataset)
        1    0.000    0.000    0.000    0.000 readers.py:184(_TFRecordDataset)
        1    0.000    0.000    0.000    0.000 readers.py:216(ParallelInterleaveDataset)
        1    0.000    0.000    0.000    0.000 readers.py:267(TFRecordDatasetV2)
        1    0.000    0.000    0.000    0.000 readers.py:360(_FixedLengthRecordDataset)
        1    0.000    0.000    0.000    0.000 readers.py:415(FixedLengthRecordDatasetV2)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:69(_Saveable)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:86(CheckpointInputPipelineHook)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:241(_CustomSaver)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:54(_HookTimer)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:90(SecondOrStepTimer)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:173(LoggingTensorHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:325(_MultiStepStopAtStepHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:389(StopAtStepHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:512(CheckpointSaverHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:649(StepCounterHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:736(NanTensorHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:877(GlobalStepWaiterHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:988(ProfilerHook)
        1    0.000    0.000    0.000    0.000 timeline.py:44(StepStatsAnalysis)
        1    0.000    0.000    0.000    0.000 scan_ops.py:30(_ScanDataset)
        1    0.000    0.000    0.000    0.000 error_ops.py:56(_IgnoreErrorsDataset)
        1    0.000    0.000    0.000    0.000 grouping.py:370(_GroupByWindowDataset)
        1    0.000    0.000    0.000    0.000 random_ops.py:30(RandomDatasetV2)
        1    0.000    0.000    0.000    0.000 wrappers.py:431(CallableObjectProxy)
        1    0.000    0.000    0.000    0.000 wrappers.py:460(_FunctionWrapperBase)
        1    0.000    0.000    0.000    0.000 wrappers.py:566(BoundFunctionWrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:624(FunctionWrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:784(AttributeWrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:878(WeakFunctionProxy)
        1    0.000    0.000    0.000    0.000 importer.py:143(_ImportHookLoader)
        1    0.000    0.000    0.000    0.000 decorators.py:113(_BoundAdapterWrapper)
        1    0.000    0.000    0.000    0.000 revived_types.py:25(VersionedTypeRegistration)
        1    0.000    0.000    0.000    0.000 object_identity.py:51(_WeakObjectIdentityWrapper)
        1    0.000    0.000    0.000    0.000 object_identity.py:92(ObjectIdentityWeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 object_identity.py:112(ObjectIdentitySet)
        1    0.000    0.000    0.000    0.000 object_identity.py:139(ObjectIdentityWeakSet)
        1    0.000    0.000    0.000    0.000 tracking.py:230(TrackableAsset)
        1    0.000    0.000    0.000    0.000 def_function.py:40(UnliftedInitializerVariable)
